createDt,deathCnt,defCnt,gubun,gubunCn,gubunEn,incDec,isolClearCnt,isolIngCnt,localOccCnt,overFlowCnt,qurRate,seq,stdDay,updateDt
2021-04-10 09:00:00.000,1765,108939,합계,合计,Total,677,99287,7887,662,15,210.11,8493,2021년 04월 10일 00시,2021-09-16 10:11:33.897
2021-04-10 09:00:00.000,434,33855,서울,首尔,Seoul,201,30779,2642,198,3,347.82,8492,2021년 04월 10일 00시,2021-09-16 10:11:33.897
2021-04-10 09:00:00.000,120,4300,부산,釜山,Busan,56,3566,614,56,0,126.03,8491,2021년 04월 10일 00시,2021-09-16 10:11:33.897
2021-04-10 09:00:00.000,218,9063,대구,大邱,Daegu,5,8684,161,4,1,371.97,8490,2021년 04월 10일 00시,2021-09-16 10:11:33.897
2021-04-10 09:00:00.000,58,5335,인천,仁川,Incheon,24,4964,313,24,0,180.47,8489,2021년 04월 10일 00시,2021-09-16 10:11:33.897
2021-04-10 09:00:00.000,21,2234,광주,光州,Gwangju,1,2184,29,1,0,153.36,8488,2021년 04월 10일 00시,2021-09-16 10:11:33.897
2021-04-10 09:00:00.000,16,1523,대전,大田,Daejeon,13,1266,241,13,0,103.31,8487,2021년 04월 10일 00시,2021-09-16 10:11:33.897
2021-04-10 09:00:00.000,37,1258,울산,蔚山,Ulsan,25,1089,132,25,0,109.67,8486,2021년 04월 10일 00시,2021-09-16 10:11:33.897
2021-04-10 09:00:00.000,1,325,세종,世宗,Sejong,4,266,58,4,0,94.94,8485,2021년 04월 10일 00시,2021-09-16 10:11:33.897
2021-04-10 09:00:00.000,553,30194,경기,京畿,Gyeonggi-do,202,27308,2333,199,3,227.87,8484,2021년 04월 10일 00시,2021-09-16 10:11:33.897
2021-04-10 09:00:00.000,48,2444,강원,江原,Gangwon-do,6,2248,148,6,0,158.65,8483,2021년 04월 10일 00시,2021-09-16 10:11:33.897
2021-04-10 09:00:00.000,61,2317,충북,忠北,Chungcheongbuk-do,12,2094,162,10,2,144.87,8482,2021년 04월 10일 00시,2021-09-16 10:11:33.897
2021-04-10 09:00:00.000,35,2763,충남,忠南,Chungcheongnam-do,15,2576,152,15,0,130.18,8481,2021년 04월 10일 00시,2021-09-16 10:11:33.897
2021-04-10 09:00:00.000,57,1656,전북,全北,Jeollabuk-do,23,1368,231,23,0,91.12,8480,2021년 04월 10일 00시,2021-09-16 10:11:33.897
2021-04-10 09:00:00.000,8,963,전남,全南,Jeollanam-do,7,891,64,7,0,51.64,8479,2021년 04월 10일 00시,2021-09-16 10:11:33.897
2021-04-10 09:00:00.000,76,3672,경북,庆北,Gyeongsangbuk-do,26,3393,203,26,0,137.92,8478,2021년 04월 10일 00시,2021-09-16 10:11:33.897
2021-04-10 09:00:00.000,17,3157,경남,庆南,Gyeongsangnam-do,46,2903,237,44,2,93.92,8477,2021년 04월 10일 00시,2021-09-16 10:11:33.897
2021-04-10 09:00:00.000,1,653,제주,济州,Jeju,7,621,31,7,0,97.35,8476,2021년 04월 10일 00시,2021-09-16 10:11:33.897
2021-04-10 09:00:00.000,4,3227,검역,隔離區,Lazaretto,4,3087,136,0,4,0.00,8475,2021년 04월 10일 00시,2021-09-16 10:11:33.897
2021-04-09 09:00:00.000,1764,108262,합계,合计,Total,671,98774,7724,644,27,208.81,8474,2021년 04월 09일 00시,2021-09-16 10:11:33.897
2021-04-09 09:00:00.000,434,33654,서울,首尔,Seoul,215,30647,2573,214,1,345.75,8473,2021년 04월 09일 00시,2021-09-16 10:11:33.897
2021-04-09 09:00:00.000,119,4244,부산,釜山,Busan,53,3522,603,50,3,124.39,8472,2021년 04월 09일 00시,2021-09-16 10:11:33.897
2021-04-09 09:00:00.000,218,9058,대구,大邱,Daegu,18,8664,176,17,1,371.76,8471,2021년 04월 09일 00시,2021-09-16 10:11:33.897
2021-04-09 09:00:00.000,58,5311,인천,仁川,Incheon,45,4939,314,39,6,179.66,8470,2021년 04월 09일 00시,2021-09-16 10:11:33.897
2021-04-09 09:00:00.000,21,2233,광주,光州,Gwangju,5,2184,28,5,0,153.29,8469,2021년 04월 09일 00시,2021-09-16 10:11:33.897
2021-04-09 09:00:00.000,16,1510,대전,大田,Daejeon,26,1259,235,26,0,102.43,8468,2021년 04월 09일 00시,2021-09-16 10:11:33.897
2021-04-09 09:00:00.000,37,1233,울산,蔚山,Ulsan,9,1076,120,9,0,107.49,8467,2021년 04월 09일 00시,2021-09-16 10:11:33.897
2021-04-09 09:00:00.000,1,321,세종,世宗,Sejong,5,251,69,5,0,93.77,8466,2021년 04월 09일 00시,2021-09-16 10:11:33.897
2021-04-09 09:00:00.000,553,29992,경기,京畿,Gyeonggi-do,203,27213,2226,197,6,226.35,8465,2021년 04월 09일 00시,2021-09-16 10:11:33.897
2021-04-09 09:00:00.000,48,2438,강원,江原,Gangwon-do,3,2224,166,3,0,158.26,8464,2021년 04월 09일 00시,2021-09-16 10:11:33.897
2021-04-09 09:00:00.000,61,2305,충북,忠北,Chungcheongbuk-do,7,2069,175,7,0,144.12,8463,2021년 04월 09일 00시,2021-09-16 10:11:33.897
2021-04-09 09:00:00.000,35,2748,충남,忠南,Chungcheongnam-do,18,2571,142,17,1,129.47,8462,2021년 04월 09일 00시,2021-09-16 10:11:33.897
2021-04-09 09:00:00.000,57,1633,전북,全北,Jeollabuk-do,22,1347,229,22,0,89.86,8461,2021년 04월 09일 00시,2021-09-16 10:11:33.897
2021-04-09 09:00:00.000,8,956,전남,全南,Jeollanam-do,11,891,57,9,2,51.27,8460,2021년 04월 09일 00시,2021-09-16 10:11:33.897
2021-04-09 09:00:00.000,76,3646,경북,庆北,Gyeongsangbuk-do,7,3384,186,7,0,136.94,8459,2021년 04월 09일 00시,2021-09-16 10:11:33.897
2021-04-09 09:00:00.000,17,3111,경남,庆南,Gyeongsangnam-do,15,2884,210,15,0,92.55,8458,2021년 04월 09일 00시,2021-09-16 10:11:33.897
2021-04-09 09:00:00.000,1,646,제주,济州,Jeju,2,619,26,2,0,96.31,8457,2021년 04월 09일 00시,2021-09-16 10:11:33.897
2021-04-09 09:00:00.000,4,3223,검역,隔離區,Lazaretto,7,3030,189,0,7,0.00,8456,2021년 04월 09일 00시,2021-09-16 10:11:33.897
2021-04-08 09:00:00.000,1758,107591,합계,合计,Total,700,98347,7486,674,26,207.51,8455,2021년 04월 08일 00시,2021-09-16 10:11:33.897
2021-04-08 09:00:00.000,431,33439,서울,首尔,Seoul,244,30537,2471,239,5,343.55,8454,2021년 04월 08일 00시,2021-09-16 10:11:33.897
2021-04-08 09:00:00.000,119,4191,부산,釜山,Busan,52,3480,592,51,1,122.84,8453,2021년 04월 08일 00시,2021-09-16 10:11:33.897
2021-04-08 09:00:00.000,218,9040,대구,大邱,Daegu,10,8655,167,10,0,371.03,8452,2021년 04월 08일 00시,2021-09-16 10:11:33.897
2021-04-08 09:00:00.000,58,5266,인천,仁川,Incheon,25,4909,299,23,2,178.14,8451,2021년 04월 08일 00시,2021-09-16 10:11:33.897
2021-04-08 09:00:00.000,21,2228,광주,光州,Gwangju,0,2182,25,0,0,152.95,8450,2021년 04월 08일 00시,2021-09-16 10:11:33.897
2021-04-08 09:00:00.000,16,1484,대전,大田,Daejeon,25,1246,222,25,0,100.67,8449,2021년 04월 08일 00시,2021-09-16 10:11:33.897
2021-04-08 09:00:00.000,37,1224,울산,蔚山,Ulsan,13,1072,115,13,0,106.71,8448,2021년 04월 08일 00시,2021-09-16 10:11:33.897
2021-04-08 09:00:00.000,1,316,세종,世宗,Sejong,7,250,65,7,0,92.31,8447,2021년 04월 08일 00시,2021-09-16 10:11:33.897
2021-04-08 09:00:00.000,550,29789,경기,京畿,Gyeonggi-do,230,27092,2147,223,7,224.82,8446,2021년 04월 08일 00시,2021-09-16 10:11:33.897
2021-04-08 09:00:00.000,48,2435,강원,江原,Gangwon-do,7,2210,177,6,1,158.06,8445,2021년 04월 08일 00시,2021-09-16 10:11:33.897
2021-04-08 09:00:00.000,61,2298,충북,忠北,Chungcheongbuk-do,8,2042,195,8,0,143.68,8444,2021년 04월 08일 00시,2021-09-16 10:11:33.897
2021-04-08 09:00:00.000,35,2730,충남,忠南,Chungcheongnam-do,20,2566,129,18,2,128.62,8443,2021년 04월 08일 00시,2021-09-16 10:11:33.897
2021-04-08 09:00:00.000,57,1611,전북,全北,Jeollabuk-do,24,1331,223,24,0,88.65,8442,2021년 04월 08일 00시,2021-09-16 10:11:33.897
2021-04-08 09:00:00.000,8,945,전남,全南,Jeollanam-do,1,891,46,1,0,50.68,8441,2021년 04월 08일 00시,2021-09-16 10:11:33.897
2021-04-08 09:00:00.000,76,3639,경북,庆北,Gyeongsangbuk-do,11,3380,183,11,0,136.68,8440,2021년 04월 08일 00시,2021-09-16 10:11:33.897
2021-04-08 09:00:00.000,17,3096,경남,庆南,Gyeongsangnam-do,11,2870,209,10,1,92.11,8439,2021년 04월 08일 00시,2021-09-16 10:11:33.897
2021-04-08 09:00:00.000,1,644,제주,济州,Jeju,5,619,24,5,0,96.01,8438,2021년 04월 08일 00시,2021-09-16 10:11:33.897
2021-04-08 09:00:00.000,4,3216,검역,隔離區,Lazaretto,7,3015,197,0,7,0.00,8437,2021년 04월 08일 00시,2021-09-16 10:11:33.897
2021-04-07 09:00:00.000,1756,106891,합계,合计,Total,668,97916,7219,653,15,206.16,8436,2021년 04월 07일 00시,2021-09-16 10:11:33.897
2021-04-07 09:00:00.000,431,33195,서울,首尔,Seoul,198,30426,2338,196,2,341.04,8435,2021년 04월 07일 00시,2021-09-16 10:11:33.897
2021-04-07 09:00:00.000,119,4139,부산,釜山,Busan,38,3433,587,38,0,121.31,8434,2021년 04월 07일 00시,2021-09-16 10:11:33.897
2021-04-07 09:00:00.000,218,9030,대구,大邱,Daegu,16,8642,170,16,0,370.62,8433,2021년 04월 07일 00시,2021-09-16 10:11:33.897
2021-04-07 09:00:00.000,58,5241,인천,仁川,Incheon,48,4891,292,44,4,177.29,8432,2021년 04월 07일 00시,2021-09-16 10:11:33.897
2021-04-07 09:00:00.000,21,2228,광주,光州,Gwangju,2,2178,29,2,0,152.95,8431,2021년 04월 07일 00시,2021-09-16 10:11:33.897
2021-04-07 09:00:00.000,16,1459,대전,大田,Daejeon,61,1241,202,61,0,98.97,8430,2021년 04월 07일 00시,2021-09-16 10:11:33.897
2021-04-07 09:00:00.000,37,1211,울산,蔚山,Ulsan,26,1071,103,26,0,105.58,8429,2021년 04월 07일 00시,2021-09-16 10:11:33.897
2021-04-07 09:00:00.000,1,309,세종,世宗,Sejong,1,249,59,1,0,90.26,8428,2021년 04월 07일 00시,2021-09-16 10:11:33.897
2021-04-07 09:00:00.000,549,29559,경기,京畿,Gyeonggi-do,175,26969,2041,173,2,223.08,8427,2021년 04월 07일 00시,2021-09-16 10:11:33.897
2021-04-07 09:00:00.000,48,2428,강원,江原,Gangwon-do,16,2165,215,16,0,157.61,8426,2021년 04월 07일 00시,2021-09-16 10:11:33.897
2021-04-07 09:00:00.000,61,2290,충북,忠北,Chungcheongbuk-do,17,2028,201,15,2,143.18,8425,2021년 04월 07일 00시,2021-09-16 10:11:33.897
2021-04-07 09:00:00.000,35,2710,충남,忠南,Chungcheongnam-do,12,2558,117,11,1,127.68,8424,2021년 04월 07일 00시,2021-09-16 10:11:33.897
2021-04-07 09:00:00.000,57,1587,전북,全北,Jeollabuk-do,10,1325,205,10,0,87.33,8423,2021년 04월 07일 00시,2021-09-16 10:11:33.897
2021-04-07 09:00:00.000,8,944,전남,全南,Jeollanam-do,7,889,47,7,0,50.62,8422,2021년 04월 07일 00시,2021-09-16 10:11:33.897
2021-04-07 09:00:00.000,76,3628,경북,庆北,Gyeongsangbuk-do,9,3366,186,9,0,136.26,8421,2021년 04월 07일 00시,2021-09-16 10:11:33.897
2021-04-07 09:00:00.000,16,3085,경남,庆南,Gyeongsangnam-do,25,2852,217,25,0,91.78,8420,2021년 04월 07일 00시,2021-09-16 10:11:33.897
2021-04-07 09:00:00.000,1,639,제주,济州,Jeju,3,619,19,3,0,95.27,8419,2021년 04월 07일 00시,2021-09-16 10:11:33.897
2021-04-07 09:00:00.000,4,3209,검역,隔離區,Lazaretto,4,3014,191,0,4,0.00,8418,2021년 04월 07일 00시,2021-09-16 10:11:33.897
2021-04-06 09:00:00.000,1752,106223,합계,合计,Total,477,97348,7123,459,18,204.88,8417,2021년 04월 06일 00시,2021-09-16 10:11:33.897
2021-04-06 09:00:00.000,429,32997,서울,首尔,Seoul,147,30299,2269,145,2,339.00,8416,2021년 04월 06일 00시,2021-09-16 10:11:33.897
2021-04-06 09:00:00.000,119,4101,부산,釜山,Busan,34,3400,582,34,0,120.20,8415,2021년 04월 06일 00시,2021-09-16 10:11:33.897
2021-04-06 09:00:00.000,218,9014,대구,大邱,Daegu,16,8629,167,16,0,369.96,8414,2021년 04월 06일 00시,2021-09-16 10:11:33.897
2021-04-06 09:00:00.000,58,5193,인천,仁川,Incheon,27,4871,264,27,0,175.67,8413,2021년 04월 06일 00시,2021-09-16 10:11:33.897
2021-04-06 09:00:00.000,21,2226,광주,光州,Gwangju,6,2175,30,6,0,152.81,8412,2021년 04월 06일 00시,2021-09-16 10:11:33.897
2021-04-06 09:00:00.000,16,1398,대전,大田,Daejeon,22,1231,151,22,0,94.83,8411,2021년 04월 06일 00시,2021-09-16 10:11:33.897
2021-04-06 09:00:00.000,37,1185,울산,蔚山,Ulsan,4,1057,91,4,0,103.31,8410,2021년 04월 06일 00시,2021-09-16 10:11:33.897
2021-04-06 09:00:00.000,1,308,세종,世宗,Sejong,0,249,58,0,0,89.97,8409,2021년 04월 06일 00시,2021-09-16 10:11:33.897
2021-04-06 09:00:00.000,547,29384,경기,京畿,Gyeonggi-do,107,26846,1991,100,7,221.76,8408,2021년 04월 06일 00시,2021-09-16 10:11:33.897
2021-04-06 09:00:00.000,48,2412,강원,江原,Gangwon-do,15,2152,212,15,0,156.57,8407,2021년 04월 06일 00시,2021-09-16 10:11:33.897
2021-04-06 09:00:00.000,61,2273,충북,忠北,Chungcheongbuk-do,12,1990,222,10,2,142.12,8406,2021년 04월 06일 00시,2021-09-16 10:11:33.897
2021-04-06 09:00:00.000,35,2698,충남,忠南,Chungcheongnam-do,6,2548,115,4,2,127.12,8405,2021년 04월 06일 00시,2021-09-16 10:11:33.897
2021-04-06 09:00:00.000,57,1577,전북,全北,Jeollabuk-do,29,1317,203,29,0,86.78,8404,2021년 04월 06일 00시,2021-09-16 10:11:33.897
2021-04-06 09:00:00.000,8,937,전남,全南,Jeollanam-do,15,888,41,15,0,50.25,8403,2021년 04월 06일 00시,2021-09-16 10:11:33.897
2021-04-06 09:00:00.000,76,3619,경북,庆北,Gyeongsangbuk-do,25,3358,185,25,0,135.92,8402,2021년 04월 06일 00시,2021-09-16 10:11:33.897
2021-04-06 09:00:00.000,16,3060,경남,庆南,Gyeongsangnam-do,7,2828,216,7,0,91.04,8401,2021년 04월 06일 00시,2021-09-16 10:11:33.897
2021-04-06 09:00:00.000,1,636,제주,济州,Jeju,0,618,17,0,0,94.82,8400,2021년 04월 06일 00시,2021-09-16 10:11:33.897
2021-04-06 09:00:00.000,4,3205,검역,隔離區,Lazaretto,5,2892,309,0,5,0.00,8399,2021년 04월 06일 00시,2021-09-16 10:11:33.897
2021-04-05 09:00:00.000,1748,105746,합계,合计,Total,473,96886,7112,449,24,203.96,8398,2021년 04월 05일 00시,2021-09-16 10:11:33.897
2021-04-05 09:00:00.000,429,32850,서울,首尔,Seoul,152,30168,2253,149,3,337.49,8397,2021년 04월 05일 00시,2021-09-16 10:11:33.897
2021-04-05 09:00:00.000,119,4067,부산,釜山,Busan,48,3395,553,46,2,119.20,8396,2021년 04월 05일 00시,2021-09-16 10:11:33.897
2021-04-05 09:00:00.000,218,8998,대구,大邱,Daegu,22,8613,167,22,0,369.30,8395,2021년 04월 05일 00시,2021-09-16 10:11:33.897
2021-04-05 09:00:00.000,57,5166,인천,仁川,Incheon,22,4830,279,19,3,174.76,8394,2021년 04월 05일 00시,2021-09-16 10:11:33.897
2021-04-05 09:00:00.000,21,2220,광주,光州,Gwangju,0,2170,29,0,0,152.40,8393,2021년 04월 05일 00시,2021-09-16 10:11:33.897
2021-04-05 09:00:00.000,16,1376,대전,大田,Daejeon,13,1221,139,13,0,93.34,8392,2021년 04월 05일 00시,2021-09-16 10:11:33.897
2021-04-05 09:00:00.000,37,1181,울산,蔚山,Ulsan,1,1054,90,1,0,102.96,8391,2021년 04월 05일 00시,2021-09-16 10:11:33.897
2021-04-05 09:00:00.000,1,308,세종,世宗,Sejong,4,248,59,4,0,89.97,8390,2021년 04월 05일 00시,2021-09-16 10:11:33.897
2021-04-05 09:00:00.000,544,29277,경기,京畿,Gyeonggi-do,111,26703,2030,108,3,220.95,8389,2021년 04월 05일 00시,2021-09-16 10:11:33.897
2021-04-05 09:00:00.000,48,2397,강원,江原,Gangwon-do,14,2123,226,14,0,155.59,8388,2021년 04월 05일 00시,2021-09-16 10:11:33.897
2021-04-05 09:00:00.000,61,2261,충북,忠北,Chungcheongbuk-do,7,1972,228,7,0,141.37,8387,2021년 04월 05일 00시,2021-09-16 10:11:33.897
2021-04-05 09:00:00.000,35,2692,충남,忠南,Chungcheongnam-do,14,2544,113,14,0,126.83,8386,2021년 04월 05일 00시,2021-09-16 10:11:33.897
2021-04-05 09:00:00.000,57,1548,전북,全北,Jeollabuk-do,16,1310,181,16,0,85.18,8385,2021년 04월 05일 00시,2021-09-16 10:11:33.897
2021-04-05 09:00:00.000,8,922,전남,全南,Jeollanam-do,5,887,27,3,2,49.44,8384,2021년 04월 05일 00시,2021-09-16 10:11:33.897
2021-04-05 09:00:00.000,76,3594,경북,庆北,Gyeongsangbuk-do,20,3344,174,20,0,134.99,8383,2021년 04월 05일 00시,2021-09-16 10:11:33.897
2021-04-05 09:00:00.000,16,3053,경남,庆南,Gyeongsangnam-do,12,2798,239,11,1,90.83,8382,2021년 04월 05일 00시,2021-09-16 10:11:33.897
2021-04-05 09:00:00.000,1,636,제주,济州,Jeju,2,614,21,2,0,94.82,8381,2021년 04월 05일 00시,2021-09-16 10:11:33.897
2021-04-05 09:00:00.000,4,3200,검역,隔離區,Lazaretto,10,2892,304,0,10,0.00,8380,2021년 04월 05일 00시,2021-09-16 10:11:33.897
2021-04-04 09:00:00.000,1744,105273,합계,合计,Total,543,96574,6955,514,29,203.04,8379,2021년 04월 04일 00시,2021-09-16 10:11:33.897
2021-04-04 09:00:00.000,429,32698,서울,首尔,Seoul,149,30097,2172,146,3,335.93,8378,2021년 04월 04일 00시,2021-09-16 10:11:33.897
2021-04-04 09:00:00.000,119,4019,부산,釜山,Busan,61,3376,524,60,1,117.80,8377,2021년 04월 04일 00시,2021-09-16 10:11:33.897
2021-04-04 09:00:00.000,218,8976,대구,大邱,Daegu,15,8601,157,15,0,368.40,8376,2021년 04월 04일 00시,2021-09-16 10:11:33.897
2021-04-04 09:00:00.000,57,5144,인천,仁川,Incheon,22,4816,271,19,3,174.01,8375,2021년 04월 04일 00시,2021-09-16 10:11:33.897
2021-04-04 09:00:00.000,21,2220,광주,光州,Gwangju,4,2167,32,4,0,152.40,8374,2021년 04월 04일 00시,2021-09-16 10:11:33.897
2021-04-04 09:00:00.000,16,1363,대전,大田,Daejeon,29,1215,132,28,1,92.46,8373,2021년 04월 04일 00시,2021-09-16 10:11:33.897
2021-04-04 09:00:00.000,37,1180,울산,蔚山,Ulsan,11,1053,90,11,0,102.87,8372,2021년 04월 04일 00시,2021-09-16 10:11:33.897
2021-04-04 09:00:00.000,1,304,세종,世宗,Sejong,3,248,55,3,0,88.80,8371,2021년 04월 04일 00시,2021-09-16 10:11:33.897
2021-04-04 09:00:00.000,541,29166,경기,京畿,Gyeonggi-do,150,26581,2044,146,4,220.11,8370,2021년 04월 04일 00시,2021-09-16 10:11:33.897
2021-04-04 09:00:00.000,47,2383,강원,江原,Gangwon-do,6,2115,221,6,0,154.69,8369,2021년 04월 04일 00시,2021-09-16 10:11:33.897
2021-04-04 09:00:00.000,61,2254,충북,忠北,Chungcheongbuk-do,14,1956,237,14,0,140.93,8368,2021년 04월 04일 00시,2021-09-16 10:11:33.897
2021-04-04 09:00:00.000,35,2678,충남,忠南,Chungcheongnam-do,12,2542,101,10,2,126.17,8367,2021년 04월 04일 00시,2021-09-16 10:11:33.897
2021-04-04 09:00:00.000,57,1532,전북,全北,Jeollabuk-do,24,1308,167,23,1,84.30,8366,2021년 04월 04일 00시,2021-09-16 10:11:33.897
2021-04-04 09:00:00.000,8,917,전남,全南,Jeollanam-do,1,886,23,1,0,49.18,8365,2021년 04월 04일 00시,2021-09-16 10:11:33.897
2021-04-04 09:00:00.000,76,3574,경북,庆北,Gyeongsangbuk-do,16,3335,163,13,3,134.23,8364,2021년 04월 04일 00시,2021-09-16 10:11:33.897
2021-04-04 09:00:00.000,16,3041,경남,庆南,Gyeongsangnam-do,14,2772,253,13,1,90.47,8363,2021년 04월 04일 00시,2021-09-16 10:11:33.897
2021-04-04 09:00:00.000,1,634,제주,济州,Jeju,2,614,19,2,0,94.52,8362,2021년 04월 04일 00시,2021-09-16 10:11:33.897
2021-04-04 09:00:00.000,4,3190,검역,隔離區,Lazaretto,10,2892,294,0,10,0.00,8361,2021년 04월 04일 00시,2021-09-16 10:11:33.897
2021-04-03 09:00:00.000,1740,104730,합계,合计,Total,543,96181,6809,521,22,202.00,8360,2021년 04월 03일 00시,2021-09-16 10:11:33.897
2021-04-03 09:00:00.000,427,32549,서울,首尔,Seoul,155,29972,2150,154,1,334.40,8359,2021년 04월 03일 00시,2021-09-16 10:11:33.897
2021-04-03 09:00:00.000,119,3958,부산,釜山,Busan,61,3358,481,61,0,116.01,8358,2021년 04월 03일 00시,2021-09-16 10:11:33.897
2021-04-03 09:00:00.000,218,8961,대구,大邱,Daegu,10,8586,157,10,0,367.78,8357,2021년 04월 03일 00시,2021-09-16 10:11:33.897
2021-04-03 09:00:00.000,57,5122,인천,仁川,Incheon,21,4797,268,19,2,173.27,8356,2021년 04월 03일 00시,2021-09-16 10:11:33.897
2021-04-03 09:00:00.000,21,2216,광주,光州,Gwangju,3,2166,29,2,1,152.13,8355,2021년 04월 03일 00시,2021-09-16 10:11:33.897
2021-04-03 09:00:00.000,16,1334,대전,大田,Daejeon,19,1213,105,19,0,90.49,8354,2021년 04월 03일 00시,2021-09-16 10:11:33.897
2021-04-03 09:00:00.000,37,1169,울산,蔚山,Ulsan,3,1043,89,3,0,101.91,8353,2021년 04월 03일 00시,2021-09-16 10:11:33.897
2021-04-03 09:00:00.000,1,301,세종,世宗,Sejong,10,248,52,10,0,87.93,8352,2021년 04월 03일 00시,2021-09-16 10:11:33.897
2021-04-03 09:00:00.000,539,29016,경기,京畿,Gyeonggi-do,147,26448,2029,143,4,218.98,8351,2021년 04월 03일 00시,2021-09-16 10:11:33.897
2021-04-03 09:00:00.000,47,2377,강원,江原,Gangwon-do,17,2102,228,16,1,154.30,8350,2021년 04월 03일 00시,2021-09-16 10:11:33.897
2021-04-03 09:00:00.000,61,2240,충북,忠北,Chungcheongbuk-do,11,1949,230,11,0,140.05,8349,2021년 04월 03일 00시,2021-09-16 10:11:33.897
2021-04-03 09:00:00.000,35,2666,충남,忠南,Chungcheongnam-do,10,2540,91,7,3,125.61,8348,2021년 04월 03일 00시,2021-09-16 10:11:33.897
2021-04-03 09:00:00.000,57,1508,전북,全北,Jeollabuk-do,20,1305,146,20,0,82.98,8347,2021년 04월 03일 00시,2021-09-16 10:11:33.897
2021-04-03 09:00:00.000,8,916,전남,全南,Jeollanam-do,1,884,24,1,0,49.12,8346,2021년 04월 03일 00시,2021-09-16 10:11:33.897
2021-04-03 09:00:00.000,76,3558,경북,庆北,Gyeongsangbuk-do,17,3324,158,16,1,133.63,8345,2021년 04월 03일 00시,2021-09-16 10:11:33.897
2021-04-03 09:00:00.000,16,3027,경남,庆南,Gyeongsangnam-do,28,2741,270,28,0,90.05,8344,2021년 04월 03일 00시,2021-09-16 10:11:33.897
2021-04-03 09:00:00.000,1,632,제주,济州,Jeju,1,614,17,1,0,94.22,8343,2021년 04월 03일 00시,2021-09-16 10:11:33.897
2021-04-03 09:00:00.000,4,3180,검역,隔離區,Lazaretto,9,2891,285,0,9,0.00,8342,2021년 04월 03일 00시,2021-09-16 10:11:33.897
2021-04-02 09:00:00.000,1737,104187,합계,合计,Total,557,95843,6607,532,25,200.95,8341,2021년 04월 02일 00시,2021-09-16 10:11:33.897
2021-04-02 09:00:00.000,426,32394,서울,首尔,Seoul,166,29891,2077,164,2,332.81,8340,2021년 04월 02일 00시,2021-09-16 10:11:33.897
2021-04-02 09:00:00.000,118,3897,부산,釜山,Busan,38,3343,436,35,3,114.22,8339,2021년 04월 02일 00시,2021-09-16 10:11:33.897
2021-04-02 09:00:00.000,218,8951,대구,大邱,Daegu,17,8576,157,17,0,367.37,8338,2021년 04월 02일 00시,2021-09-16 10:11:33.897
2021-04-02 09:00:00.000,57,5101,인천,仁川,Incheon,23,4763,281,22,1,172.56,8337,2021년 04월 02일 00시,2021-09-16 10:11:33.897
2021-04-02 09:00:00.000,21,2213,광주,光州,Gwangju,1,2163,29,1,0,151.92,8336,2021년 04월 02일 00시,2021-09-16 10:11:33.897
2021-04-02 09:00:00.000,16,1315,대전,大田,Daejeon,19,1212,87,19,0,89.20,8335,2021년 04월 02일 00시,2021-09-16 10:11:33.897
2021-04-02 09:00:00.000,37,1166,울산,蔚山,Ulsan,7,1039,90,7,0,101.65,8334,2021년 04월 02일 00시,2021-09-16 10:11:33.897
2021-04-02 09:00:00.000,1,291,세종,世宗,Sejong,8,248,42,8,0,85.01,8333,2021년 04월 02일 00시,2021-09-16 10:11:33.897
2021-04-02 09:00:00.000,539,28869,경기,京畿,Gyeonggi-do,160,26329,2001,156,4,217.87,8332,2021년 04월 02일 00시,2021-09-16 10:11:33.897
2021-04-02 09:00:00.000,47,2360,강원,江原,Gangwon-do,10,2093,220,10,0,153.19,8331,2021년 04월 02일 00시,2021-09-16 10:11:33.897
2021-04-02 09:00:00.000,61,2229,충북,忠北,Chungcheongbuk-do,19,1948,220,19,0,139.37,8330,2021년 04월 02일 00시,2021-09-16 10:11:33.897
2021-04-02 09:00:00.000,35,2656,충남,忠南,Chungcheongnam-do,10,2533,88,8,2,125.14,8329,2021년 04월 02일 00시,2021-09-16 10:11:33.897
2021-04-02 09:00:00.000,57,1488,전북,全北,Jeollabuk-do,15,1299,132,15,0,81.88,8328,2021년 04월 02일 00시,2021-09-16 10:11:33.897
2021-04-02 09:00:00.000,8,915,전남,全南,Jeollanam-do,1,883,24,1,0,49.07,8327,2021년 04월 02일 00시,2021-09-16 10:11:33.897
2021-04-02 09:00:00.000,75,3541,경북,庆北,Gyeongsangbuk-do,30,3310,156,28,2,132.99,8326,2021년 04월 02일 00시,2021-09-16 10:11:33.897
2021-04-02 09:00:00.000,16,2999,경남,庆南,Gyeongsangnam-do,18,2708,275,18,0,89.22,8325,2021년 04월 02일 00시,2021-09-16 10:11:33.897
2021-04-02 09:00:00.000,1,631,제주,济州,Jeju,4,614,16,4,0,94.07,8324,2021년 04월 02일 00시,2021-09-16 10:11:33.897
2021-04-02 09:00:00.000,4,3171,검역,隔離區,Lazaretto,11,2891,276,0,11,0.00,8323,2021년 04월 02일 00시,2021-09-16 10:11:33.897
2021-04-01 09:00:00.000,1735,103630,합계,合计,Total,551,95422,6473,537,14,199.87,8322,2021년 04월 01일 00시,2021-09-16 10:11:33.897
2021-04-01 09:00:00.000,425,32228,서울,首尔,Seoul,199,29775,2028,197,2,331.10,8321,2021년 04월 01일 00시,2021-09-16 10:11:33.897
