,지점,지점명,일시,기온(°C),강수량(mm),습도(%),적설(cm),일자,시간,연,월,일
0,192,진주,2016-02-01 00:00,0.5,,44.0,,2016-02-01,00:00,2016,02,01
1,192,진주,2016-02-01 01:00,-0.4,,49.0,,2016-02-01,01:00,2016,02,01
2,192,진주,2016-02-01 02:00,-1.7,,61.0,,2016-02-01,02:00,2016,02,01
3,192,진주,2016-02-01 03:00,-2.1,,65.0,,2016-02-01,03:00,2016,02,01
4,192,진주,2016-02-01 04:00,-2.5,,66.0,,2016-02-01,04:00,2016,02,01
5,192,진주,2016-02-01 05:00,-3.1,,68.0,,2016-02-01,05:00,2016,02,01
6,192,진주,2016-02-01 06:00,-3.3,,70.0,,2016-02-01,06:00,2016,02,01
7,192,진주,2016-02-01 07:00,-3.8,,74.0,,2016-02-01,07:00,2016,02,01
8,192,진주,2016-02-01 08:00,-3.7,,72.0,,2016-02-01,08:00,2016,02,01
9,192,진주,2016-02-01 09:00,-1.3,,46.0,,2016-02-01,09:00,2016,02,01
10,192,진주,2016-02-01 10:00,0.3,,35.0,,2016-02-01,10:00,2016,02,01
11,192,진주,2016-02-01 11:00,1.8,,27.0,,2016-02-01,11:00,2016,02,01
12,192,진주,2016-02-01 12:00,3.0,,24.0,,2016-02-01,12:00,2016,02,01
13,192,진주,2016-02-01 13:00,4.2,,22.0,,2016-02-01,13:00,2016,02,01
14,192,진주,2016-02-01 14:00,4.6,,20.0,,2016-02-01,14:00,2016,02,01
15,192,진주,2016-02-01 15:00,4.2,,20.0,,2016-02-01,15:00,2016,02,01
16,192,진주,2016-02-01 16:00,3.7,,22.0,,2016-02-01,16:00,2016,02,01
17,192,진주,2016-02-01 17:00,3.0,,25.0,,2016-02-01,17:00,2016,02,01
18,192,진주,2016-02-01 18:00,0.9,,31.0,,2016-02-01,18:00,2016,02,01
19,192,진주,2016-02-01 19:00,-0.7,,39.0,,2016-02-01,19:00,2016,02,01
20,192,진주,2016-02-01 20:00,-1.2,,41.0,,2016-02-01,20:00,2016,02,01
21,192,진주,2016-02-01 21:00,-2.0,,43.0,,2016-02-01,21:00,2016,02,01
22,192,진주,2016-02-01 22:00,-2.8,,48.0,,2016-02-01,22:00,2016,02,01
23,192,진주,2016-02-01 23:00,-2.9,,47.0,,2016-02-01,23:00,2016,02,01
24,192,진주,2016-02-02 00:00,-4.1,,52.0,,2016-02-02,00:00,2016,02,02
25,192,진주,2016-02-02 01:00,-4.9,,57.0,,2016-02-02,01:00,2016,02,02
26,192,진주,2016-02-02 02:00,-5.9,,61.0,,2016-02-02,02:00,2016,02,02
27,192,진주,2016-02-02 03:00,-6.6,,66.0,,2016-02-02,03:00,2016,02,02
28,192,진주,2016-02-02 04:00,-7.4,,70.0,,2016-02-02,04:00,2016,02,02
29,192,진주,2016-02-02 05:00,-8.3,,73.0,,2016-02-02,05:00,2016,02,02
30,192,진주,2016-02-02 06:00,-8.4,,77.0,,2016-02-02,06:00,2016,02,02
31,192,진주,2016-02-02 07:00,-8.8,,78.0,,2016-02-02,07:00,2016,02,02
32,192,진주,2016-02-02 08:00,-8.4,,80.0,,2016-02-02,08:00,2016,02,02
33,192,진주,2016-02-02 09:00,-3.9,,46.0,,2016-02-02,09:00,2016,02,02
34,192,진주,2016-02-02 10:00,-2.2,,38.0,,2016-02-02,10:00,2016,02,02
35,192,진주,2016-02-02 11:00,0.3,,29.0,,2016-02-02,11:00,2016,02,02
36,192,진주,2016-02-02 12:00,1.7,,24.0,,2016-02-02,12:00,2016,02,02
37,192,진주,2016-02-02 13:00,3.7,,18.0,,2016-02-02,13:00,2016,02,02
38,192,진주,2016-02-02 14:00,4.4,,15.0,,2016-02-02,14:00,2016,02,02
39,192,진주,2016-02-02 15:00,5.5,,14.0,,2016-02-02,15:00,2016,02,02
40,192,진주,2016-02-02 16:00,5.8,,14.0,,2016-02-02,16:00,2016,02,02
41,192,진주,2016-02-02 17:00,5.2,,19.0,,2016-02-02,17:00,2016,02,02
42,192,진주,2016-02-02 18:00,2.4,,28.0,,2016-02-02,18:00,2016,02,02
43,192,진주,2016-02-02 19:00,-0.7,,40.0,,2016-02-02,19:00,2016,02,02
44,192,진주,2016-02-02 20:00,-2.4,,51.0,,2016-02-02,20:00,2016,02,02
45,192,진주,2016-02-02 21:00,-3.2,,55.0,,2016-02-02,21:00,2016,02,02
46,192,진주,2016-02-02 22:00,-4.2,,61.0,,2016-02-02,22:00,2016,02,02
47,192,진주,2016-02-02 23:00,-5.3,,66.0,,2016-02-02,23:00,2016,02,02
48,192,진주,2016-02-03 00:00,-5.7,,70.0,,2016-02-03,00:00,2016,02,03
49,192,진주,2016-02-03 01:00,-6.3,,72.0,,2016-02-03,01:00,2016,02,03
50,192,진주,2016-02-03 02:00,-7.0,,75.0,,2016-02-03,02:00,2016,02,03
51,192,진주,2016-02-03 03:00,-7.5,,77.0,,2016-02-03,03:00,2016,02,03
52,192,진주,2016-02-03 04:00,-7.9,,79.0,,2016-02-03,04:00,2016,02,03
53,192,진주,2016-02-03 05:00,-8.5,,80.0,,2016-02-03,05:00,2016,02,03
54,192,진주,2016-02-03 06:00,-8.7,,81.0,,2016-02-03,06:00,2016,02,03
55,192,진주,2016-02-03 07:00,-9.1,,81.0,,2016-02-03,07:00,2016,02,03
56,192,진주,2016-02-03 08:00,-8.5,,82.0,,2016-02-03,08:00,2016,02,03
57,192,진주,2016-02-03 09:00,-3.0,,68.0,,2016-02-03,09:00,2016,02,03
58,192,진주,2016-02-03 10:00,-1.5,,44.0,,2016-02-03,10:00,2016,02,03
59,192,진주,2016-02-03 11:00,1.3,,34.0,,2016-02-03,11:00,2016,02,03
60,192,진주,2016-02-03 12:00,3.2,,31.0,,2016-02-03,12:00,2016,02,03
61,192,진주,2016-02-03 13:00,4.8,,27.0,,2016-02-03,13:00,2016,02,03
62,192,진주,2016-02-03 14:00,5.9,,24.0,,2016-02-03,14:00,2016,02,03
63,192,진주,2016-02-03 15:00,6.8,,22.0,,2016-02-03,15:00,2016,02,03
64,192,진주,2016-02-03 16:00,7.7,,21.0,,2016-02-03,16:00,2016,02,03
65,192,진주,2016-02-03 17:00,5.8,,26.0,,2016-02-03,17:00,2016,02,03
66,192,진주,2016-02-03 18:00,3.0,,39.0,,2016-02-03,18:00,2016,02,03
67,192,진주,2016-02-03 19:00,0.3,,50.0,,2016-02-03,19:00,2016,02,03
68,192,진주,2016-02-03 20:00,-1.5,,61.0,,2016-02-03,20:00,2016,02,03
69,192,진주,2016-02-03 21:00,-2.3,,64.0,,2016-02-03,21:00,2016,02,03
70,192,진주,2016-02-03 22:00,-3.4,,69.0,,2016-02-03,22:00,2016,02,03
71,192,진주,2016-02-03 23:00,-4.5,,71.0,,2016-02-03,23:00,2016,02,03
72,192,진주,2016-02-04 00:00,-4.8,,75.0,,2016-02-04,00:00,2016,02,04
73,192,진주,2016-02-04 01:00,-5.3,,77.0,,2016-02-04,01:00,2016,02,04
74,192,진주,2016-02-04 02:00,-5.7,,80.0,,2016-02-04,02:00,2016,02,04
75,192,진주,2016-02-04 03:00,-6.5,,81.0,,2016-02-04,03:00,2016,02,04
76,192,진주,2016-02-04 04:00,-7.0,,82.0,,2016-02-04,04:00,2016,02,04
77,192,진주,2016-02-04 05:00,-6.5,,84.0,,2016-02-04,05:00,2016,02,04
78,192,진주,2016-02-04 06:00,-7.1,,84.0,,2016-02-04,06:00,2016,02,04
79,192,진주,2016-02-04 07:00,-7.7,,84.0,,2016-02-04,07:00,2016,02,04
80,192,진주,2016-02-04 08:00,-7.1,,84.0,,2016-02-04,08:00,2016,02,04
81,192,진주,2016-02-04 09:00,-3.0,,77.0,,2016-02-04,09:00,2016,02,04
82,192,진주,2016-02-04 10:00,-0.7,,62.0,,2016-02-04,10:00,2016,02,04
83,192,진주,2016-02-04 11:00,1.2,,43.0,,2016-02-04,11:00,2016,02,04
84,192,진주,2016-02-04 12:00,3.7,,30.0,,2016-02-04,12:00,2016,02,04
85,192,진주,2016-02-04 13:00,4.5,,30.0,,2016-02-04,13:00,2016,02,04
86,192,진주,2016-02-04 14:00,6.2,,27.0,,2016-02-04,14:00,2016,02,04
87,192,진주,2016-02-04 15:00,7.2,,23.0,,2016-02-04,15:00,2016,02,04
88,192,진주,2016-02-04 16:00,7.5,,21.0,,2016-02-04,16:00,2016,02,04
89,192,진주,2016-02-04 17:00,6.6,,22.0,,2016-02-04,17:00,2016,02,04
90,192,진주,2016-02-04 18:00,4.0,,35.0,,2016-02-04,18:00,2016,02,04
91,192,진주,2016-02-04 19:00,1.5,,48.0,,2016-02-04,19:00,2016,02,04
92,192,진주,2016-02-04 20:00,1.1,,53.0,,2016-02-04,20:00,2016,02,04
93,192,진주,2016-02-04 21:00,-1.5,,58.0,,2016-02-04,21:00,2016,02,04
94,192,진주,2016-02-04 22:00,3.3,,35.0,,2016-02-04,22:00,2016,02,04
95,192,진주,2016-02-04 23:00,2.9,,33.0,,2016-02-04,23:00,2016,02,04
96,192,진주,2016-02-05 00:00,1.2,,39.0,,2016-02-05,00:00,2016,02,05
97,192,진주,2016-02-05 01:00,-0.7,,55.0,,2016-02-05,01:00,2016,02,05
98,192,진주,2016-02-05 02:00,-2.1,,66.0,,2016-02-05,02:00,2016,02,05
99,192,진주,2016-02-05 03:00,-3.6,,74.0,,2016-02-05,03:00,2016,02,05
100,192,진주,2016-02-05 04:00,-4.6,,77.0,,2016-02-05,04:00,2016,02,05
101,192,진주,2016-02-05 05:00,-4.7,,77.0,,2016-02-05,05:00,2016,02,05
102,192,진주,2016-02-05 06:00,-5.5,,80.0,,2016-02-05,06:00,2016,02,05
103,192,진주,2016-02-05 07:00,-6.2,,81.0,,2016-02-05,07:00,2016,02,05
104,192,진주,2016-02-05 08:00,-5.7,,81.0,,2016-02-05,08:00,2016,02,05
105,192,진주,2016-02-05 09:00,-1.8,,69.0,,2016-02-05,09:00,2016,02,05
106,192,진주,2016-02-05 10:00,1.9,,44.0,,2016-02-05,10:00,2016,02,05
107,192,진주,2016-02-05 11:00,4.7,,21.0,,2016-02-05,11:00,2016,02,05
108,192,진주,2016-02-05 12:00,6.3,,17.0,,2016-02-05,12:00,2016,02,05
109,192,진주,2016-02-05 13:00,7.7,,12.0,,2016-02-05,13:00,2016,02,05
110,192,진주,2016-02-05 14:00,8.8,,12.0,,2016-02-05,14:00,2016,02,05
111,192,진주,2016-02-05 15:00,9.6,,11.0,,2016-02-05,15:00,2016,02,05
112,192,진주,2016-02-05 16:00,8.7,,11.0,,2016-02-05,16:00,2016,02,05
113,192,진주,2016-02-05 17:00,7.5,,12.0,,2016-02-05,17:00,2016,02,05
114,192,진주,2016-02-05 18:00,5.7,,15.0,,2016-02-05,18:00,2016,02,05
115,192,진주,2016-02-05 19:00,4.2,,24.0,,2016-02-05,19:00,2016,02,05
116,192,진주,2016-02-05 20:00,3.2,,25.0,,2016-02-05,20:00,2016,02,05
117,192,진주,2016-02-05 21:00,2.1,,31.0,,2016-02-05,21:00,2016,02,05
118,192,진주,2016-02-05 22:00,-0.4,,43.0,,2016-02-05,22:00,2016,02,05
119,192,진주,2016-02-05 23:00,-0.1,,48.0,,2016-02-05,23:00,2016,02,05
120,192,진주,2016-02-06 00:00,-2.6,,58.0,,2016-02-06,00:00,2016,02,06
121,192,진주,2016-02-06 01:00,-3.0,,64.0,,2016-02-06,01:00,2016,02,06
122,192,진주,2016-02-06 02:00,-3.9,,66.0,,2016-02-06,02:00,2016,02,06
123,192,진주,2016-02-06 03:00,-4.0,,70.0,,2016-02-06,03:00,2016,02,06
124,192,진주,2016-02-06 04:00,-4.9,,74.0,,2016-02-06,04:00,2016,02,06
125,192,진주,2016-02-06 05:00,-5.4,,76.0,,2016-02-06,05:00,2016,02,06
126,192,진주,2016-02-06 06:00,-6.2,,78.0,,2016-02-06,06:00,2016,02,06
127,192,진주,2016-02-06 07:00,-5.7,,79.0,,2016-02-06,07:00,2016,02,06
128,192,진주,2016-02-06 08:00,-5.6,,78.0,,2016-02-06,08:00,2016,02,06
129,192,진주,2016-02-06 09:00,-1.6,,67.0,,2016-02-06,09:00,2016,02,06
130,192,진주,2016-02-06 10:00,1.6,,50.0,,2016-02-06,10:00,2016,02,06
131,192,진주,2016-02-06 11:00,2.9,,36.0,,2016-02-06,11:00,2016,02,06
132,192,진주,2016-02-06 12:00,4.5,,31.0,,2016-02-06,12:00,2016,02,06
133,192,진주,2016-02-06 13:00,5.1,,29.0,,2016-02-06,13:00,2016,02,06
134,192,진주,2016-02-06 14:00,5.3,,25.0,,2016-02-06,14:00,2016,02,06
135,192,진주,2016-02-06 15:00,5.7,,24.0,,2016-02-06,15:00,2016,02,06
136,192,진주,2016-02-06 16:00,4.9,,24.0,,2016-02-06,16:00,2016,02,06
137,192,진주,2016-02-06 17:00,3.5,,28.0,,2016-02-06,17:00,2016,02,06
138,192,진주,2016-02-06 18:00,2.2,,31.0,,2016-02-06,18:00,2016,02,06
139,192,진주,2016-02-06 19:00,1.2,,35.0,,2016-02-06,19:00,2016,02,06
140,192,진주,2016-02-06 20:00,0.6,,38.0,,2016-02-06,20:00,2016,02,06
141,192,진주,2016-02-06 21:00,-0.1,,39.0,,2016-02-06,21:00,2016,02,06
142,192,진주,2016-02-06 22:00,-0.7,,40.0,,2016-02-06,22:00,2016,02,06
143,192,진주,2016-02-06 23:00,-1.4,,40.0,,2016-02-06,23:00,2016,02,06
144,192,진주,2016-02-07 00:00,-2.8,,46.0,,2016-02-07,00:00,2016,02,07
145,192,진주,2016-02-07 01:00,-4.3,,56.0,,2016-02-07,01:00,2016,02,07
146,192,진주,2016-02-07 02:00,-5.8,,64.0,,2016-02-07,02:00,2016,02,07
147,192,진주,2016-02-07 03:00,-6.6,,68.0,,2016-02-07,03:00,2016,02,07
148,192,진주,2016-02-07 04:00,-7.5,,69.0,,2016-02-07,04:00,2016,02,07
149,192,진주,2016-02-07 05:00,-7.8,,72.0,,2016-02-07,05:00,2016,02,07
150,192,진주,2016-02-07 06:00,-8.4,,75.0,,2016-02-07,06:00,2016,02,07
151,192,진주,2016-02-07 07:00,-8.8,,76.0,,2016-02-07,07:00,2016,02,07
152,192,진주,2016-02-07 08:00,-7.9,,79.0,,2016-02-07,08:00,2016,02,07
153,192,진주,2016-02-07 09:00,-2.4,,60.0,,2016-02-07,09:00,2016,02,07
154,192,진주,2016-02-07 10:00,-1.1,,39.0,,2016-02-07,10:00,2016,02,07
155,192,진주,2016-02-07 11:00,0.7,,31.0,,2016-02-07,11:00,2016,02,07
156,192,진주,2016-02-07 12:00,2.7,,29.0,,2016-02-07,12:00,2016,02,07
157,192,진주,2016-02-07 13:00,4.2,,28.0,,2016-02-07,13:00,2016,02,07
158,192,진주,2016-02-07 14:00,5.6,,25.0,,2016-02-07,14:00,2016,02,07
159,192,진주,2016-02-07 15:00,7.0,,23.0,,2016-02-07,15:00,2016,02,07
160,192,진주,2016-02-07 16:00,6.1,,23.0,,2016-02-07,16:00,2016,02,07
161,192,진주,2016-02-07 17:00,5.8,,21.0,,2016-02-07,17:00,2016,02,07
162,192,진주,2016-02-07 18:00,3.4,,26.0,,2016-02-07,18:00,2016,02,07
163,192,진주,2016-02-07 19:00,0.4,,40.0,,2016-02-07,19:00,2016,02,07
164,192,진주,2016-02-07 20:00,-1.4,,51.0,,2016-02-07,20:00,2016,02,07
165,192,진주,2016-02-07 21:00,-2.8,,59.0,,2016-02-07,21:00,2016,02,07
166,192,진주,2016-02-07 22:00,-3.8,,61.0,,2016-02-07,22:00,2016,02,07
167,192,진주,2016-02-07 23:00,-4.8,,63.0,,2016-02-07,23:00,2016,02,07
168,192,진주,2016-02-08 00:00,-5.5,,67.0,,2016-02-08,00:00,2016,02,08
169,192,진주,2016-02-08 01:00,-6.0,,69.0,,2016-02-08,01:00,2016,02,08
170,192,진주,2016-02-08 02:00,-7.0,,71.0,,2016-02-08,02:00,2016,02,08
171,192,진주,2016-02-08 03:00,-7.1,,74.0,,2016-02-08,03:00,2016,02,08
172,192,진주,2016-02-08 04:00,-7.6,,76.0,,2016-02-08,04:00,2016,02,08
173,192,진주,2016-02-08 05:00,-7.7,,78.0,,2016-02-08,05:00,2016,02,08
174,192,진주,2016-02-08 06:00,-8.1,,80.0,,2016-02-08,06:00,2016,02,08
175,192,진주,2016-02-08 07:00,-8.5,,80.0,,2016-02-08,07:00,2016,02,08
176,192,진주,2016-02-08 08:00,-7.2,,82.0,,2016-02-08,08:00,2016,02,08
177,192,진주,2016-02-08 09:00,-2.9,,73.0,,2016-02-08,09:00,2016,02,08
178,192,진주,2016-02-08 10:00,0.7,,59.0,,2016-02-08,10:00,2016,02,08
179,192,진주,2016-02-08 11:00,3.2,,42.0,,2016-02-08,11:00,2016,02,08
180,192,진주,2016-02-08 12:00,6.1,,30.0,,2016-02-08,12:00,2016,02,08
181,192,진주,2016-02-08 13:00,7.4,,24.0,,2016-02-08,13:00,2016,02,08
182,192,진주,2016-02-08 14:00,7.7,,27.0,,2016-02-08,14:00,2016,02,08
183,192,진주,2016-02-08 15:00,8.2,,27.0,,2016-02-08,15:00,2016,02,08
184,192,진주,2016-02-08 16:00,8.3,,26.4,,2016-02-08,16:00,2016,02,08
185,192,진주,2016-02-08 17:00,8.2,,27.0,,2016-02-08,17:00,2016,02,08
186,192,진주,2016-02-08 18:00,7.6,,20.0,,2016-02-08,18:00,2016,02,08
187,192,진주,2016-02-08 19:00,6.9,,28.0,,2016-02-08,19:00,2016,02,08
188,192,진주,2016-02-08 20:00,6.1,,31.0,,2016-02-08,20:00,2016,02,08
189,192,진주,2016-02-08 21:00,5.8,,37.0,,2016-02-08,21:00,2016,02,08
190,192,진주,2016-02-08 22:00,5.8,,38.0,,2016-02-08,22:00,2016,02,08
191,192,진주,2016-02-08 23:00,5.8,,38.0,,2016-02-08,23:00,2016,02,08
192,192,진주,2016-02-09 00:00,5.6,,40.0,,2016-02-09,00:00,2016,02,09
193,192,진주,2016-02-09 01:00,5.9,,42.0,,2016-02-09,01:00,2016,02,09
194,192,진주,2016-02-09 02:00,6.7,,40.0,,2016-02-09,02:00,2016,02,09
195,192,진주,2016-02-09 03:00,6.3,,25.0,,2016-02-09,03:00,2016,02,09
196,192,진주,2016-02-09 04:00,1.9,,40.0,,2016-02-09,04:00,2016,02,09
197,192,진주,2016-02-09 05:00,0.5,,47.0,,2016-02-09,05:00,2016,02,09
198,192,진주,2016-02-09 06:00,2.7,,26.0,,2016-02-09,06:00,2016,02,09
199,192,진주,2016-02-09 07:00,1.7,,32.0,,2016-02-09,07:00,2016,02,09
200,192,진주,2016-02-09 08:00,0.9,,39.0,,2016-02-09,08:00,2016,02,09
201,192,진주,2016-02-09 09:00,4.3,,25.0,,2016-02-09,09:00,2016,02,09
202,192,진주,2016-02-09 10:00,5.2,,24.0,,2016-02-09,10:00,2016,02,09
203,192,진주,2016-02-09 11:00,6.9,,22.0,,2016-02-09,11:00,2016,02,09
204,192,진주,2016-02-09 12:00,7.5,,17.0,,2016-02-09,12:00,2016,02,09
205,192,진주,2016-02-09 13:00,8.8,,15.0,,2016-02-09,13:00,2016,02,09
206,192,진주,2016-02-09 14:00,9.1,,12.0,,2016-02-09,14:00,2016,02,09
207,192,진주,2016-02-09 15:00,8.7,,13.0,,2016-02-09,15:00,2016,02,09
208,192,진주,2016-02-09 16:00,8.6,,15.0,,2016-02-09,16:00,2016,02,09
209,192,진주,2016-02-09 17:00,8.3,,15.0,,2016-02-09,17:00,2016,02,09
210,192,진주,2016-02-09 18:00,6.6,,18.0,,2016-02-09,18:00,2016,02,09
211,192,진주,2016-02-09 19:00,5.4,,20.0,,2016-02-09,19:00,2016,02,09
212,192,진주,2016-02-09 20:00,2.4,,29.0,,2016-02-09,20:00,2016,02,09
213,192,진주,2016-02-09 21:00,4.7,,28.0,,2016-02-09,21:00,2016,02,09
214,192,진주,2016-02-09 22:00,1.4,,38.0,,2016-02-09,22:00,2016,02,09
215,192,진주,2016-02-09 23:00,-0.5,,50.0,,2016-02-09,23:00,2016,02,09
216,192,진주,2016-02-10 00:00,-2.0,,57.0,,2016-02-10,00:00,2016,02,10
217,192,진주,2016-02-10 01:00,-3.2,,62.0,,2016-02-10,01:00,2016,02,10
218,192,진주,2016-02-10 02:00,-4.0,,67.0,,2016-02-10,02:00,2016,02,10
219,192,진주,2016-02-10 03:00,-4.7,,69.0,,2016-02-10,03:00,2016,02,10
220,192,진주,2016-02-10 04:00,-4.9,,70.0,,2016-02-10,04:00,2016,02,10
221,192,진주,2016-02-10 05:00,-5.4,,74.0,,2016-02-10,05:00,2016,02,10
222,192,진주,2016-02-10 06:00,-5.6,,76.0,,2016-02-10,06:00,2016,02,10
223,192,진주,2016-02-10 07:00,-5.9,,76.0,,2016-02-10,07:00,2016,02,10
224,192,진주,2016-02-10 08:00,-5.0,,79.0,,2016-02-10,08:00,2016,02,10
225,192,진주,2016-02-10 09:00,-0.6,,67.0,,2016-02-10,09:00,2016,02,10
226,192,진주,2016-02-10 10:00,3.3,,48.0,,2016-02-10,10:00,2016,02,10
227,192,진주,2016-02-10 11:00,5.5,,36.0,,2016-02-10,11:00,2016,02,10
228,192,진주,2016-02-10 12:00,6.9,,28.0,,2016-02-10,12:00,2016,02,10
229,192,진주,2016-02-10 13:00,8.9,,22.0,,2016-02-10,13:00,2016,02,10
230,192,진주,2016-02-10 14:00,10.2,,17.0,,2016-02-10,14:00,2016,02,10
231,192,진주,2016-02-10 15:00,11.4,,16.0,,2016-02-10,15:00,2016,02,10
232,192,진주,2016-02-10 16:00,11.3,,13.0,,2016-02-10,16:00,2016,02,10
233,192,진주,2016-02-10 17:00,10.4,,11.0,,2016-02-10,17:00,2016,02,10
234,192,진주,2016-02-10 18:00,7.8,,15.0,,2016-02-10,18:00,2016,02,10
235,192,진주,2016-02-10 19:00,6.0,,25.0,,2016-02-10,19:00,2016,02,10
236,192,진주,2016-02-10 20:00,2.5,,43.0,,2016-02-10,20:00,2016,02,10
237,192,진주,2016-02-10 21:00,0.1,,48.0,,2016-02-10,21:00,2016,02,10
238,192,진주,2016-02-10 22:00,-0.5,,54.0,,2016-02-10,22:00,2016,02,10
239,192,진주,2016-02-10 23:00,-1.2,,58.0,,2016-02-10,23:00,2016,02,10
240,192,진주,2016-02-11 00:00,-1.7,,61.0,,2016-02-11,00:00,2016,02,11
241,192,진주,2016-02-11 01:00,-1.9,,63.0,,2016-02-11,01:00,2016,02,11
242,192,진주,2016-02-11 02:00,-2.3,,67.0,,2016-02-11,02:00,2016,02,11
243,192,진주,2016-02-11 03:00,-3.0,,70.0,,2016-02-11,03:00,2016,02,11
244,192,진주,2016-02-11 04:00,-3.0,,72.0,,2016-02-11,04:00,2016,02,11
245,192,진주,2016-02-11 05:00,-2.5,,71.0,,2016-02-11,05:00,2016,02,11
246,192,진주,2016-02-11 06:00,-2.3,,69.0,,2016-02-11,06:00,2016,02,11
247,192,진주,2016-02-11 07:00,-2.5,,70.0,,2016-02-11,07:00,2016,02,11
248,192,진주,2016-02-11 08:00,-1.9,,70.0,,2016-02-11,08:00,2016,02,11
249,192,진주,2016-02-11 09:00,1.5,,56.0,,2016-02-11,09:00,2016,02,11
250,192,진주,2016-02-11 10:00,4.2,,49.0,,2016-02-11,10:00,2016,02,11
251,192,진주,2016-02-11 11:00,6.9,,41.0,,2016-02-11,11:00,2016,02,11
252,192,진주,2016-02-11 12:00,10.7,,36.0,,2016-02-11,12:00,2016,02,11
253,192,진주,2016-02-11 13:00,12.1,,38.0,,2016-02-11,13:00,2016,02,11
254,192,진주,2016-02-11 14:00,13.3,,36.0,,2016-02-11,14:00,2016,02,11
255,192,진주,2016-02-11 15:00,13.9,,37.0,,2016-02-11,15:00,2016,02,11
256,192,진주,2016-02-11 16:00,14.2,,42.0,,2016-02-11,16:00,2016,02,11
257,192,진주,2016-02-11 17:00,13.0,,46.0,,2016-02-11,17:00,2016,02,11
258,192,진주,2016-02-11 18:00,11.8,,51.0,,2016-02-11,18:00,2016,02,11
259,192,진주,2016-02-11 19:00,10.6,,53.0,,2016-02-11,19:00,2016,02,11
260,192,진주,2016-02-11 20:00,9.8,,60.0,,2016-02-11,20:00,2016,02,11
261,192,진주,2016-02-11 21:00,8.9,,65.0,,2016-02-11,21:00,2016,02,11
262,192,진주,2016-02-11 22:00,7.8,,69.0,,2016-02-11,22:00,2016,02,11
263,192,진주,2016-02-11 23:00,7.0,,73.0,,2016-02-11,23:00,2016,02,11
264,192,진주,2016-02-12 00:00,7.2,,73.0,,2016-02-12,00:00,2016,02,12
265,192,진주,2016-02-12 01:00,6.4,,76.0,,2016-02-12,01:00,2016,02,12
266,192,진주,2016-02-12 02:00,6.8,,78.0,,2016-02-12,02:00,2016,02,12
267,192,진주,2016-02-12 03:00,6.6,0.0,80.0,,2016-02-12,03:00,2016,02,12
268,192,진주,2016-02-12 04:00,5.8,,82.0,,2016-02-12,04:00,2016,02,12
269,192,진주,2016-02-12 05:00,5.8,,86.0,,2016-02-12,05:00,2016,02,12
270,192,진주,2016-02-12 06:00,6.3,3.6,88.0,,2016-02-12,06:00,2016,02,12
271,192,진주,2016-02-12 07:00,6.4,,88.0,,2016-02-12,07:00,2016,02,12
272,192,진주,2016-02-12 08:00,6.5,,89.0,,2016-02-12,08:00,2016,02,12
273,192,진주,2016-02-12 09:00,6.4,4.0,89.0,,2016-02-12,09:00,2016,02,12
274,192,진주,2016-02-12 10:00,7.1,,90.0,,2016-02-12,10:00,2016,02,12
275,192,진주,2016-02-12 11:00,7.1,,90.0,,2016-02-12,11:00,2016,02,12
276,192,진주,2016-02-12 12:00,7.7,9.4,90.0,,2016-02-12,12:00,2016,02,12
277,192,진주,2016-02-12 13:00,8.1,,90.0,,2016-02-12,13:00,2016,02,12
278,192,진주,2016-02-12 14:00,9.1,,90.0,,2016-02-12,14:00,2016,02,12
279,192,진주,2016-02-12 15:00,9.6,15.8,91.0,,2016-02-12,15:00,2016,02,12
280,192,진주,2016-02-12 16:00,9.7,,91.0,,2016-02-12,16:00,2016,02,12
281,192,진주,2016-02-12 17:00,10.1,,91.0,,2016-02-12,17:00,2016,02,12
282,192,진주,2016-02-12 18:00,11.7,20.4,91.0,,2016-02-12,18:00,2016,02,12
283,192,진주,2016-02-12 19:00,14.1,,91.0,,2016-02-12,19:00,2016,02,12
284,192,진주,2016-02-12 20:00,14.2,,86.0,,2016-02-12,20:00,2016,02,12
285,192,진주,2016-02-12 21:00,13.7,4.1,85.0,,2016-02-12,21:00,2016,02,12
286,192,진주,2016-02-12 22:00,12.3,,88.0,,2016-02-12,22:00,2016,02,12
287,192,진주,2016-02-12 23:00,11.4,,89.0,,2016-02-12,23:00,2016,02,12
288,192,진주,2016-02-13 00:00,11.2,5.5,90.0,,2016-02-13,00:00,2016,02,13
289,192,진주,2016-02-13 01:00,10.4,,90.0,,2016-02-13,01:00,2016,02,13
290,192,진주,2016-02-13 02:00,10.3,,90.0,,2016-02-13,02:00,2016,02,13
291,192,진주,2016-02-13 03:00,10.3,1.6,90.0,,2016-02-13,03:00,2016,02,13
292,192,진주,2016-02-13 04:00,10.1,,90.0,,2016-02-13,04:00,2016,02,13
293,192,진주,2016-02-13 05:00,9.6,,92.0,,2016-02-13,05:00,2016,02,13
294,192,진주,2016-02-13 06:00,9.7,0.1,92.0,,2016-02-13,06:00,2016,02,13
295,192,진주,2016-02-13 07:00,9.4,,92.0,,2016-02-13,07:00,2016,02,13
296,192,진주,2016-02-13 08:00,9.5,,92.0,,2016-02-13,08:00,2016,02,13
297,192,진주,2016-02-13 09:00,9.9,0.1,92.0,,2016-02-13,09:00,2016,02,13
298,192,진주,2016-02-13 10:00,10.3,,92.0,,2016-02-13,10:00,2016,02,13
